function_type,name,return_type,param_names,param_types,description
aggregate,argmax,date,"arg,val","date,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp,"arg,val","timestamp,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp,"arg,val","timestamp,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,integer,"arg,val","integer,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,varchar,"arg,val","varchar,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,date,"arg,val","date,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp with time zone,"arg,val","timestamp with time zone,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp with time zone,"arg,val","timestamp with time zone,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,decimal,"arg,val","decimal,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,same_as_input,"arg,val","any,any",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,integer,"arg,val","integer,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,bigint,"arg,val","bigint,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,bigint,"arg,val","bigint,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,varchar,"arg,val","varchar,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,varchar,"arg,val","varchar,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,varchar,"arg,val","varchar,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,date,"arg,val","date,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp with time zone,"arg,val","timestamp with time zone,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,decimal,"arg,val","decimal,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,decimal,"arg,val","decimal,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,timestamp,"arg,val","timestamp,integer",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp,"arg,val","timestamp,blob",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,decimal,"arg,val","decimal,date",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,integer,"arg,val","integer,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,integer,"arg,val","integer,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,bigint,"arg,val","bigint,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,double,"arg,val","double,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,blob,"arg,val","blob,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,blob,"arg,val","blob,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,same_as_input,"arg,val","any,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,double,"arg,val","double,timestamp",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,date,"arg,val","date,double",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,date,"arg,val","date,timestamp",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp with time zone,"arg,val","timestamp with time zone,hugeint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,"arg,col1,col2","uinteger,uinteger,uinteger",Returns a bitstring with bits set for each distinct value.
scalar,add,utinyint,col0,utinyint,
scalar,add,uhugeint,"col0,col1","uhugeint,uhugeint",
scalar,yearweek,bigint,ts,timestamp with time zone,Extracts the yearweek component from a date or timestamp
scalar,array_unique,ubigint,list,array,Counts the unique elements of a list
scalar,year,bigint,ts,timestamp with time zone,Extract the year component from a date or timestamp
scalar,bitstring,bit,"bitstring,length","varchar,integer",Pads the bitstring until the specified length
scalar,bit_count,bigint,x,bit,Returns the number of bits that are set
scalar,ceiling,decimal,x,decimal,Rounds the number up
scalar,century,bigint,ts,date,Extract the century component from a date or timestamp
scalar,vector_type,varchar,col,any,Returns the VectorType of a given column
scalar,current_database,varchar,,,Returns the name of the currently active database
scalar,datediff,bigint,"part,startdate,enddate","varchar,timestamp with time zone,timestamp with time zone",The number of partition boundaries between the timestamps
scalar,dayofmonth,bigint,ts,date,Extract the dayofmonth component from a date or timestamp
scalar,divide,bigint,"col0,col1","bigint,bigint",
scalar,epoch_ms,bigint,temporal,time,Extract the epoch component in milliseconds from a temporal type
scalar,epoch_ns,bigint,temporal,timestamp with time zone,Extract the epoch component in nanoseconds from a temporal type
scalar,epoch_us,bigint,temporal,timestamp with time zone,Extract the epoch component in microseconds from a temporal type
scalar,unhex,blob,value,varchar,Converts a value from hexadecimal representation to a blob
scalar,hex,varchar,value,bigint,Converts the value to hexadecimal representation
scalar,icu_collate_az,varchar,col0,varchar,
scalar,icu_collate_ca,varchar,col0,varchar,
scalar,icu_collate_de_at,varchar,col0,varchar,
scalar,icu_collate_ha,varchar,col0,varchar,
scalar,icu_collate_nb_no,varchar,col0,varchar,
scalar,icu_collate_ru,varchar,col0,varchar,
scalar,icu_collate_th,varchar,col0,varchar,
scalar,icu_collate_uk,varchar,col0,varchar,
scalar,icu_collate_yo,varchar,col0,varchar,
scalar,icu_collate_yue,varchar,col0,varchar,
scalar,is_histogram_other_bin,boolean,val,any,"Whether or not the provided value is the histogram ""other"" bin (used for values not belonging to any provided bin)"
scalar,jaro_winkler_similarity,double,"str1,str2","varchar,varchar",The Jaro-Winkler similarity between two strings. Different case is considered different. Returns a number between 0 and 1
scalar,json_contains,boolean,"col0,col1","varchar,varchar",
scalar,json_exists,boolean,"col0,col1","json,varchar",
scalar,json_transform,same_as_input,"col0,col1","varchar,varchar",
scalar,json_transform,same_as_input,"col0,col1","json,varchar",
scalar,json_transform_strict,same_as_input,"col0,col1","json,varchar",
scalar,to_seconds,interval,double,double,Construct a second interval
scalar,to_json,json,,,
scalar,time_bucket,timestamp with time zone,"bucket_width,timestamp,origin","interval,timestamp with time zone,timestamp with time zone","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,timezone_hour,bigint,ts,timestamp with time zone,Extract the timezone_hour component from a date or timestamp
scalar,subtract,tinyint,col0,tinyint,
scalar,strlen,bigint,string,varchar,Number of bytes in string.
scalar,make_timestamp,timestamp,"year,month,day,hour,minute,seconds","bigint,bigint,bigint,bigint,bigint,double",The timestamp for the given parts
scalar,string_split_regex,array,"string,separator","varchar,varchar",Splits the string along the regex
scalar,string_split,array,"string,separator","varchar,varchar",Splits the string along the separator
scalar,microsecond,bigint,ts,time,Extract the microsecond component from a date or timestamp
scalar,strftime,varchar,"data,format","varchar,date",Converts a date to a string according to the format string.
scalar,nanosecond,bigint,tsns,date,Extract the nanosecond component from a date or timestamp
scalar,nanosecond,bigint,tsns,time with time zone,Extract the nanosecond component from a date or timestamp
scalar,nanosecond,bigint,tsns,timestamp_ns,Extract the nanosecond component from a date or timestamp
scalar,parse_dirname,varchar,string,varchar,"Returns the top-level directory name. separator options: system, both_slash (default), forward_slash, backslash"
scalar,split,array,"string,separator","varchar,varchar",Splits the string along the separator
scalar,quarter,bigint,ts,date,Extract the quarter component from a date or timestamp
scalar,sign,tinyint,x,tinyint,"Returns the sign of x as -1, 0 or 1"
scalar,sign,tinyint,x,usmallint,"Returns the sign of x as -1, 0 or 1"
scalar,set_bit,bit,"bitstring,index,new_value","bit,integer,integer",Sets the nth bit in bitstring to newvalue; the first (leftmost) bit is indexed 0. Returns a new bitstring
